"Player","Team","Positions","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG","PTS"
"Tarik Skubal","DET","SP","194.2","236","14","0","2.73","0.97","59","148","40","19","31","31","7","1","707"
"Garrett Crochet","BOS","SP","189.6","232","14","0","3.01","1.06","64","153","49","20","31","31","8","1","692"
"Paul Skenes","PIT","SP","186.5","221","13","0","2.80","1.04","58","146","48","16","31","31","7","1","665"
"Dylan Cease","TOR","SP","175.4","206","11","0","3.68","1.21","72","146","67","21","31","31","9","0","606"
"Cristopher Sanchez","PHI","SP","192.6","189","13","0","3.19","1.14","68","172","48","16","31","31","8","1","602"
"Logan Webb","SF","SP","197.3","188","13","0","3.28","1.17","72","185","46","15","32","32","9","1","602"
"Bryan Woo","SEA","SP","187.5","190","13","0","3.42","1.05","71","157","40","24","31","31","9","0","597"
"Jesus Luzardo","PHI","SP","177.3","198","12","0","3.67","1.18","72","153","55","22","31","31","9","0","597"
"Hunter Brown","HOU","SP","180.6","195","12","0","3.44","1.17","69","152","60","19","31","31","8","1","596"
"Hunter Greene","CIN","SP","169.9","203","11","0","3.69","1.11","70","134","55","24","30","30","8","1","596"
"Framber Valdez","DET","SP","191.4","178","13","0","3.49","1.22","74","170","63","16","30","30","9","2","575"
"Chris Sale","ATL","SP","159.5","194","11","0","3.24","1.10","57","132","43","17","27","27","6","0","574"
"Cole Ragans","KC","SP","155.8","193","11","0","3.36","1.14","58","123","55","17","28","28","7","0","568"
"Max Fried","NYY","SP","183.2","172","14","0","3.31","1.16","67","159","54","17","30","30","8","1","564"
"Logan Gilbert","SEA","SP","165.7","184","11","0","3.39","1.06","62","136","39","21","29","29","7","1","558"
"Joe Ryan","MIN","SP","168.6","184","11","0","3.79","1.10","71","145","40","25","29","29","9","0","556"
"Sonny Gray","BOS","SP","172.0","180","11","0","3.72","1.19","71","159","46","21","30","30","9","0","552"
"Freddy Peralta","NYM","SP","165.2","183","11","0","3.78","1.19","69","136","61","22","30","30","8","0","552"
"Kevin Gausman","TOR","SP","179.9","176","12","0","3.93","1.21","79","164","53","24","31","31","9","1","552"
"Spencer Strider","ATL","SP","157.6","187","11","0","3.96","1.21","69","135","55","21","28","28","8","0","552"
"Nick Pivetta","SD","SP","170.3","184","10","0","3.90","1.15","74","145","52","26","29","29","9","0","551"
"Jacob deGrom","TEX","SP","162.1","179","11","0","3.48","1.06","63","133","39","22","28","28","8","0","544"
"MacKenzie Gore","TEX","SP","160.7","182","10","0","3.86","1.25","69","140","60","20","29","29","9","0","540"
"Yoshinobu Yamamoto","LAD","SP","159.3","173","12","0","3.29","1.11","58","129","48","16","27","27","6","0","536"
"Robbie Ray","SF","SP","171.6","177","10","0","4.18","1.28","80","153","66","25","30","30","10","1","536"
"Zac Gallen","ARI","SP","180.0","168","12","0","4.10","1.27","82","169","58","23","31","31","10","0","535"
"Luis Castillo","SEA","SP","179.0","168","11","0","3.88","1.19","77","162","51","24","31","31","9","0","532"
"George Kirby","SEA","SP","170.7","167","12","0","3.58","1.11","68","156","33","20","30","30","8","0","531"
"Tanner Bibee","CLE","SP","178.3","167","11","0","3.93","1.22","78","164","53","24","30","30","10","1","528"
"Ryan Pepiot","TB","SP","167.9","172","10","0","4.06","1.22","76","145","59","25","31","31","10","0","524"
"Aaron Nola","PHI","SP","170.0","168","11","0","4.14","1.22","78","161","46","25","29","29","9","0","522"
"Jack Flaherty","DET","SP","158.8","174","10","0","4.01","1.24","71","142","55","21","29","29","9","0","521"
"Gavin Williams","CLE","SP","166.3","169","10","0","3.97","1.30","73","145","71","21","30","30","9","0","518"
"Yusei Kikuchi","LAA","SP","167.8","169","9","0","4.26","1.32","79","161","60","25","31","31","10","0","511"
"Michael King","SD","SP","157.3","164","10","0","3.81","1.23","67","139","55","20","29","29","8","1","502"
"Nathan Eovaldi","TEX","SP","163.5","157","11","0","3.61","1.14","66","144","42","19","28","28","8","1","500"
"Jose Soriano","LAA","SP","170.8","155","10","0","3.81","1.33","72","155","72","14","31","31","9","0","495"
"Mitch Keller","PIT","SP","176.1","154","10","0","4.27","1.29","84","174","53","22","31","31","11","0","492"
"Blake Snell","LAD","SP","133.9","166","10","0","3.46","1.21","52","104","58","14","24","24","6","0","490"
"Ranger Suarez","BOS","SP","167.2","150","11","0","3.67","1.24","68","160","48","17","28","28","8","0","488"
"Sandy Alcantara","MIA","SP","179.6","149","10","0","4.14","1.26","82","173","53","21","30","30","11","1","487"
"Brady Singer","CIN","SP","167.7","155","10","0","4.34","1.29","81","163","54","23","31","31","11","0","487"
"Chris Bassitt","BAL","SP","169.5","152","10","0","4.26","1.32","80","166","58","23","34","29","9","1","484"
"Andrew Abbott","CIN","SP","165.9","150","10","0","4.20","1.26","77","157","52","25","29","29","9","1","477"
"Zack Wheeler","PHI","SP","136.9","156","10","0","3.29","1.08","50","111","36","16","23","23","6","0","474"
"Brandon Woodruff","MIL","SP","146.3","154","10","0","3.76","1.13","61","126","40","21","27","27","8","0","474"
"Carlos Rodon","NYY","SP","146.3","153","10","0","3.98","1.21","65","124","53","20","26","26","8","0","470"
"Matthew Boyd","CHC","SP","162.3","146","10","0","3.92","1.21","71","149","47","21","29","29","9","0","469"
"Nick Lodolo","CIN","SP","151.2","153","9","0","4.04","1.19","68","139","41","21","28","28","8","1","468"
"Jacob Misiorowski","MIL","SP","136.6","157","9","0","3.94","1.27","60","110","64","17","30","25","8","0","466"
"David Peterson","NYM","SP","161.3","144","10","0","3.93","1.34","70","155","61","15","29","29","8","1","464"
"Emmet Sheehan","LAD","SP","134.9","156","9","0","3.81","1.16","57","111","46","19","34","24","6","0","463"
"Merrill Kelly","ARI","SP","160.9","144","10","0","4.05","1.25","72","153","49","21","28","28","8","0","463"
"Brandon Pfaadt","ARI","SP","164.8","144","10","0","4.37","1.26","80","169","39","24","29","29","10","0","463"
"Shane Smith","CWS","SP","157.6","149","8","0","4.21","1.28","74","142","59","21","29","29","10","0","459"
"Luis Severino","ATH","SP","175.0","139","10","0","4.56","1.33","89","177","57","24","30","30","11","0","459"
"Shane Baz","BAL","SP","150.8","148","9","0","4.19","1.27","70","138","54","21","28","28","9","0","457"
"Jeffrey Springs","ATH","SP","167.0","141","10","0","4.59","1.31","85","166","53","28","30","30","11","0","457"
"Tyler Glasnow","LAD","SP","131.0","153","9","0","3.65","1.17","53","105","48","16","24","24","6","0","456"
"Nolan McLean","NYM","SP","150.0","144","10","0","3.84","1.28","64","133","59","16","26","26","8","0","456"
"Jack Leiter","TEX","SP","152.8","147","9","0","4.30","1.30","73","136","62","21","29","29","9","0","455"
"Drew Rasmussen","TB","SP","154.7","140","10","0","3.65","1.17","63","139","41","18","30","30","8","0","453"
"Kyle Bradish","BAL","SP","138.2","148","9","0","3.57","1.18","55","119","44","15","26","26","7","0","452"
"Bailey Ober","MIN","SP","157.8","143","9","0","4.34","1.20","76","152","38","26","28","28","9","1","451"
"Tatsuya Imai","HOU","SP","147.0","149","8","0","4.31","1.33","70","132","63","19","26","26","8","3","450"
"Edward Cabrera","CHC","SP","137.7","148","9","0","3.90","1.24","60","117","54","16","26","26","7","0","449"
"Trey Yesavage","TOR","SP","133.6","152","8","0","3.82","1.24","57","109","58","16","31","25","6","0","449"
"Quinn Priester","MIL","SP,RP","163.9","136","10","0","4.13","1.30","75","158","54","20","29","29","9","0","448"
"Eury Perez","MIA","SP","137.1","150","8","0","3.92","1.17","60","115","46","19","27","27","8","0","447"
"Edwin Diaz","LAD","RP","65.4","91","5","37","3.03","1.07","22","47","23","7","65","0","2","0","446"
"Shota Imanaga","CHC","SP","154.4","141","9","0","4.10","1.15","70","143","35","27","27","27","8","0","446"
"Mason Miller","SD","RP","65.7","102","4","33","2.54","0.99","19","40","25","6","64","0","2","0","445"
"Cody Ponce","TOR","SP","143.5","147","8","0","4.09","1.25","65","133","46","20","38","22","8","0","445"
"Reid Detmers","LAA","RP","136.3","150","8","0","4.18","1.27","63","123","50","19","31","24","8","0","445"
"Joe Musgrove","SD","SP","146.4","139","9","0","3.94","1.20","64","137","38","19","26","26","8","0","437"
"Michael Wacha","KC","SP","166.0","129","10","0","4.30","1.28","79","164","49","22","29","29","10","0","435"
"Seth Lugo","KC","SP","160.4","134","9","0","4.40","1.31","78","159","52","24","28","28","10","0","434"
"Kris Bubic","KC","SP","141.4","137","9","0","3.75","1.25","59","130","47","14","30","25","7","0","431"
"Chase Burns","CIN","SP,RP","122.9","146","8","0","3.64","1.16","50","104","38","16","28","23","7","1","430"
"Brayan Bello","BOS","SP","157.3","129","10","0","4.26","1.34","74","155","55","18","28","28","9","0","428"
"Shohei Ohtani (Pitcher)","LAD","SP","118.0","142","9","0","3.36","1.10","44","92","39","14","23","23","5","1","425"
"Cade Smith","CLE","RP","69.6","90","5","32","2.88","1.07","22","54","21","6","70","0","3","0","424"
"Ryne Nelson","ARI","SP,RP","156.3","129","9","0","4.18","1.26","73","153","43","21","33","27","8","0","423"
"Joey Cantillo","CLE","SP,RP","132.6","140","7","0","3.89","1.30","57","116","57","16","42","21","7","0","419"
"Shane McClanahan","TB","SP","128.8","137","8","0","3.63","1.17","52","111","39","16","23","23","7","0","417"
"Bubba Chandler","PIT","SP","142.1","134","8","0","4.20","1.31","66","133","54","17","32","26","8","0","417"
"Clay Holmes","NYM","SP","148.9","122","10","0","3.95","1.34","65","144","56","13","28","28","8","0","410"
"Bryce Miller","SEA","SP","143.1","127","9","0","4.14","1.21","66","131","42","21","26","26","8","0","409"
"Slade Cecconi","CLE","SP","152.6","127","8","0","4.47","1.26","76","153","40","25","28","28","10","0","409"
"Reynaldo Lopez","ATL","SP","130.7","133","8","0","3.96","1.26","57","119","46","16","30","23","7","0","408"
"Noah Cameron","KC","SP","147.6","125","9","0","4.21","1.29","69","143","48","20","27","27","9","0","408"
"Devin Williams","NYM","RP","64.4","86","5","31","3.09","1.15","22","47","27","6","66","0","3","0","405"
"Trevor Rogers","BAL","SP","144.2","124","9","0","4.07","1.28","65","138","47","17","26","26","8","1","405"
"Chad Patrick","MIL","SP","137.7","130","8","0","4.34","1.28","66","130","46","22","26","26","8","0","405"
"Sean Manaea","NYM","SP,RP","128.2","132","8","0","4.10","1.21","58","114","41","18","34","22","6","0","403"
"Casey Mize","DET","SP","142.5","124","9","0","4.13","1.26","65","140","40","19","27","27","8","0","403"
"Dustin May","STL","SP","142.5","127","8","0","4.29","1.30","68","133","53","17","31","24","9","0","403"
"Sean Burke","CWS","SP,RP","140.8","132","7","0","4.76","1.39","75","135","62","23","26","26","10","0","402"
"Cristian Javier","HOU","SP","140.4","128","8","0","4.67","1.33","73","128","58","22","27","27","9","0","400"
"Aroldis Chapman","BOS","RP","60.6","84","4","32","2.99","1.15","20","43","27","5","63","0","3","0","399"
"Jameson Taillon","CHC","SP","153.8","119","9","0","4.45","1.24","76","153","38","25","27","27","9","0","399"
"Jhoan Duran","PHI","RP","67.1","78","5","32","2.87","1.11","21","54","20","5","69","0","3","0","398"
"Jacob Lopez","ATH","SP","126.9","133","7","0","4.29","1.29","61","113","51","19","24","24","8","0","397"
"Matthew Liberatore","STL","SP","147.1","121","8","0","4.32","1.30","71","146","46","19","28","28","10","0","394"
"Andres Munoz","SEA","RP","63.2","80","4","32","2.91","1.12","20","46","25","5","64","0","3","0","393"
"Cam Schlittler","NYY","SP","126.4","127","8","0","4.01","1.28","56","113","49","15","24","24","7","0","392"
"Kyle Freeland","COL","SP","160.8","117","8","0","5.04","1.41","90","184","43","26","29","29","12","0","390"
"David Bednar","NYY","RP","62.5","76","4","33","3.27","1.12","23","49","21","7","64","0","3","0","388"
"Taj Bradley","MIN","SP","132.6","126","7","0","4.31","1.29","63","124","47","19","30","24","8","0","388"
"Mike Burrows","HOU","SP,RP","127.9","127","7","0","4.14","1.26","59","117","44","19","30","24","7","0","387"
"Grayson Rodriguez","LAA","SP","120.0","128","7","0","3.95","1.23","53","108","40","16","22","22","7","0","385"
"Gerrit Cole","NYY","SP","122.2","124","8","0","3.82","1.16","52","107","36","17","21","21","6","1","384"
"Josh Hader","HOU","RP","59.2","82","4","30","3.22","1.07","21","41","22","8","58","0","3","0","383"
"Dean Kremer","BAL","SP","139.1","118","8","0","4.40","1.29","68","136","43","21","35","23","8","0","381"
"Eduardo Rodriguez","ARI","SP","134.2","119","8","0","4.41","1.36","66","135","48","18","28","24","8","0","379"
"Zack Littell","","SP","148.3","113","8","0","4.53","1.25","75","155","31","25","28","25","9","1","377"
"Justin Verlander","DET","SP","139.4","116","8","0","4.42","1.31","69","136","46","20","26","26","8","0","377"
"Davis Martin","CWS","SP","149.6","115","7","0","4.59","1.36","76","151","52","21","28","28","10","0","377"
"Zach Eflin","BAL","SP","144.0","111","9","0","4.37","1.24","70","150","29","23","31","24","8","0","376"
"Will Warren","NYY","SP","124.5","123","7","0","4.26","1.31","59","117","45","17","35","21","7","0","376"
"Braxton Ashcraft","PIT","SP,RP","131.9","118","7","0","3.95","1.29","58","128","42","14","37","22","7","0","374"
"Nick Martinez","TB","SP,RP","144.4","112","8","0","4.32","1.28","69","145","40","19","41","22","8","0","374"
"Jose Berrios","TOR","SP","137.1","115","8","0","4.40","1.29","67","135","43","21","41","20","7","0","374"
"Simeon Woods Richardson","MIN","SP","131.6","118","7","0","4.48","1.33","66","126","49","19","29","25","8","0","370"
"Cade Horton","CHC","SP","128.9","113","8","0","4.05","1.25","58","118","43","16","24","24","7","0","366"
"Daniel Palencia","CHC","RP","64.7","74","4","29","3.67","1.25","26","54","27","7","64","0","3","0","365"
"Kodai Senga","NYM","SP","118.4","119","7","0","3.97","1.31","52","103","52","14","29","20","6","0","365"
"Grant Holmes","ATL","SP","120.1","119","7","0","4.24","1.33","57","114","46","16","30","19","6","0","365"
"Zebby Matthews","MIN","SP","120.9","118","7","0","4.10","1.24","55","118","31","17","29","22","7","0","364"
"Roki Sasaki","LAD","SP","120.4","118","7","0","4.18","1.31","56","110","48","15","35","19","6","1","363"
"Cade Cavalli","WSH","SP","132.1","113","7","0","4.28","1.34","63","130","47","15","25","25","8","0","362"
"Max Meyer","MIA","SP","126.2","115","7","0","4.33","1.31","61","124","42","18","28","23","8","0","361"
"Michael Lorenzen","COL","SP,RP","143.4","113","6","0","5.06","1.44","81","153","53","24","26","26","10","0","359"
"Adrian Houser","SF","SP","144.1","104","8","0","4.36","1.37","70","149","48","16","26","26","9","0","357"
"Ryan Weathers","NYY","SP","120.9","114","7","0","4.07","1.26","55","110","42","16","33","20","6","0","356"
"Foster Griffin","WSH","RP","125.3","115","6","0","4.15","1.28","58","120","40","16","29","21","7","0","356"
"Landen Roupp","SF","SP","122.0","113","7","0","4.10","1.34","56","116","48","13","29","23","7","0","355"
"Tyler Mahle","SF","SP","130.3","107","8","0","4.12","1.28","60","126","41","16","24","24","8","0","354"
"Lucas Giolito","","SP","125.0","112","7","0","4.65","1.37","65","123","49","19","25","22","8","0","352"
"Braxton Garrett","MIA","SP","122.9","110","7","0","3.96","1.22","54","121","30","15","29","22","7","1","351"
"Ryan Helsley","BAL","RP","63.0","72","4","27","3.49","1.21","24","53","23","7","62","0","3","0","350"
"Jeff Hoffman","TOR","RP","63.0","75","4","26","3.70","1.18","26","51","23","9","65","0","4","0","350"
"Parker Messick","CLE","SP","119.3","111","7","0","4.09","1.30","54","114","41","15","23","23","7","0","349"
"Raisel Iglesias","ATL","RP","65.6","70","4","27","3.63","1.14","26","57","18","8","67","0","3","0","348"
"Shane Bieber","TOR","SP","118.6","109","7","0","3.83","1.18","50","111","29","16","24","20","6","0","347"
"Carlos Estevez","KC","RP","64.5","58","4","32","4.22","1.27","30","59","23","8","65","0","4","0","346"
"Emilio Pagan","CIN","RP","65.8","72","3","27","3.91","1.18","29","55","22","10","66","0","3","0","345"
"Brad Lord","WSH","SP","133.5","103","7","0","4.44","1.35","66","134","46","17","31","24","8","0","342"
"Logan Henderson","MIL","SP","108.8","111","7","0","4.15","1.21","50","98","34","17","32","17","6","0","341"
"Steven Matz","TB","RP","125.8","106","6","0","4.17","1.28","58","126","35","17","36","20","7","0","339"
"Aaron Civale","ATH","SP,RP","123.7","106","7","0","4.67","1.31","64","122","39","20","23","23","8","0","339"
"Michael McGreevy","STL","SP","138.1","96","8","0","4.14","1.28","64","143","34","16","29","24","8","0","338"
"Andre Pallante","STL","SP","139.1","96","8","0","4.32","1.41","67","142","54","14","26","26","9","0","338"
"Miles Mikolas","WSH","SP","145.3","95","7","0","4.82","1.32","78","158","34","24","27","27","10","0","331"
"Pete Fairbanks","MIA","RP","61.1","63","4","27","3.55","1.21","24","53","22","6","62","0","3","0","330"
"Anthony Kay","CWS","SP","125.9","103","6","0","4.56","1.40","64","125","50","17","27","22","8","1","330"
"Jose Quintana","COL","SP","139.7","96","7","0","5.05","1.49","78","154","54","20","25","25","10","0","328"
"Grant Taylor","CWS","RP","86.2","102","5","5","3.28","1.20","31","70","33","7","73","2","4","0","325"
"Ryan Walker","SF","RP","62.8","67","4","24","3.48","1.20","24","56","20","6","63","0","3","0","325"
"Bryce Elder","ATL","SP","120.3","100","7","0","4.55","1.37","61","124","41","15","26","21","7","0","325"
"Abner Uribe","MIL","RP","70.0","82","4","16","3.13","1.21","24","54","31","5","70","0","3","0","322"
"Dennis Santana","PIT","RP","67.1","62","4","24","3.93","1.26","29","61","23","7","67","0","3","0","317"
"Kyle Leahy","STL","RP","118.5","98","6","0","4.29","1.35","56","118","42","14","43","16","6","0","317"
"Griffin Jax","TB","RP","66.0","83","4","15","3.01","1.09","22","53","19","6","67","0","3","0","316"
"Luis Morales","ATH","SP","113.3","101","6","0","4.59","1.36","58","107","47","17","27","20","7","0","316"
"Trevor Megill","MIL","RP","63.1","77","4","18","3.43","1.18","24","52","23","7","63","0","3","0","315"
"Chris Paddack","MIA","SP,RP","126.9","96","6","0","4.76","1.32","67","134","33","21","33","22","8","0","315"
"Logan Allen","CLE","SP","121.1","97","6","0","4.55","1.41","61","123","47","17","26","22","8","0","315"
"Johan Oviedo","BOS","SP","105.3","101","6","0","4.26","1.33","50","95","45","13","41","15","5","0","312"
"Luis Gil","NYY","SP","102.3","101","6","0","4.34","1.33","49","87","49","14","38","15","5","0","310"
"Ian Seymour","TB","SP,RP","101.1","99","6","0","4.04","1.22","45","92","31","14","34","14","5","0","307"
"Chase Dollander","COL","SP","116.8","100","5","0","5.29","1.50","69","122","53","18","23","23","9","0","307"
"Lance McCullers Jr.","HOU","SP","103.0","99","6","0","4.54","1.43","52","97","51","13","27","19","6","0","305"
"Josiah Gray","WSH","SP","113.7","98","5","0","4.94","1.40","62","111","48","18","21","21","8","0","304"
"Robert Garcia","TEX","RP","62.3","68","4","19","3.62","1.22","25","54","22","7","65","0","3","0","301"
"Kenley Jansen","DET","RP","58.5","59","3","24","3.97","1.21","26","50","21","8","60","0","3","0","299"
"Seranthony Dominguez","CWS","RP","62.1","70","3","19","3.89","1.29","27","52","29","8","65","0","4","0","299"
"Jacob Latz","TEX","SP,RP","101.8","98","5","0","4.36","1.38","49","91","49","13","44","11","4","0","298"
"Edwin Uceta","TB","RP","66.4","80","4","12","3.75","1.20","28","55","25","9","64","0","3","0","292"
"Jared Jones","PIT","SP","92.3","94","6","0","3.96","1.24","41","84","31","12","20","17","5","0","290"
"Michael Soroka","ARI","SP,RP","93.8","94","5","1","4.11","1.26","43","84","34","12","42","11","5","0","290"
"Randy Vasquez","SD","SP","125.2","84","6","0","4.87","1.41","68","131","46","18","31","23","8","0","289"
"Andrew Painter","PHI","SP","104.6","92","5","0","4.64","1.37","54","105","39","16","27","19","6","0","287"
"Patrick Corbin","","SP","110.0","88","6","0","4.86","1.42","59","119","37","17","22","20","8","0","287"
"German Marquez","SD","SP","117.9","86","6","0","5.07","1.42","66","127","41","19","23","22","8","0","287"
"Kumar Rocker","TEX","SP","100.0","90","5","0","4.19","1.29","47","96","32","13","33","16","6","0","282"
"Bryan Abreu","HOU","RP","68.1","90","4","5","3.17","1.17","24","51","29","7","68","0","3","0","281"
"Clayton Beeter","WSH","RP","61.9","72","3","14","3.89","1.35","27","50","33","6","58","0","3","0","277"
"Riley O'Brien","STL","RP","62.8","65","3","16","3.71","1.31","26","55","28","5","61","0","3","0","275"
"Victor Vodnik","COL","RP","63.5","60","3","18","4.30","1.46","30","62","30","7","62","0","4","0","274"
"Mick Abel","MIN","SP","96.3","88","5","0","4.58","1.41","49","92","44","13","31","16","6","0","273"
"Taijuan Walker","PHI","SP,RP","115.4","80","6","0","4.99","1.43","64","122","42","19","39","17","7","0","273"
"Richard Fitts","STL","SP","106.5","82","5","0","4.51","1.34","53","108","34","15","30","18","6","0","269"
"Griffin Canning","SD","SP","96.7","85","5","0","4.46","1.34","48","93","36","14","26","16","6","0","268"
"Jeremiah Estrada","SD","RP","68.7","93","4","1","3.36","1.15","26","52","27","8","69","0","3","0","267"
"Taylor Rogers","MIN","RP","58.9","61","3","17","4.14","1.34","27","54","25","8","61","0","3","0","267"
"Jake Irvin","WSH","SP","109.6","81","5","0","4.87","1.36","59","113","36","18","25","18","7","0","267"
"Tomoyuki Sugano","COL","SP","119.3","76","6","0","5.19","1.42","69","139","30","21","22","22","9","1","267"
"Garrett Cleavinger","TB","RP","63.6","79","4","7","3.41","1.16","24","50","24","7","66","0","3","0","265"
"Kevin Ginkel","ARI","RP","62.2","64","4","13","3.81","1.29","26","57","24","6","62","0","3","0","262"
"Erick Fedde","CWS","SP,RP","107.1","78","5","0","4.97","1.42","59","110","42","17","24","18","7","0","259"
"Spencer Arrighetti","HOU","SP","84.8","85","5","0","4.57","1.36","43","78","37","13","24","14","5","0","258"
"Justin Steele","CHC","SP","84.3","80","6","0","3.60","1.18","34","77","23","9","15","15","4","0","257"
"Robert Suarez","ATL","RP","66.6","69","4","9","3.60","1.18","27","58","21","7","68","0","3","0","256"
"Ryan Feltner","COL","SP","101.7","81","4","0","5.15","1.49","58","109","43","15","27","17","7","0","255"
"JoJo Romero","STL","RP","62.4","58","4","13","3.68","1.30","26","57","24","6","65","0","3","0","250"
"Alek Manoah","LAA","SP","96.0","80","4","0","4.95","1.41","53","95","41","15","18","18","7","0","250"
"Tyler Anderson","","SP","97.1","75","5","0","4.89","1.42","53","99","39","16","20","17","7","0","246"
"Caden Dana","LAA","SP","89.1","78","5","0","5.04","1.43","50","88","40","16","17","17","7","0","245"
"Hunter Barco","PIT","SP,RP","85.2","79","4","0","4.16","1.35","39","79","36","10","32","12","4","0","244"
"Kyle Harrison","MIL","SP,RP","78.6","81","4","0","4.24","1.31","37","72","31","11","27","12","4","0","242"
"Luke Weaver","NYM","RP","66.9","72","4","5","3.96","1.21","29","59","22","10","62","0","3","0","241"
"Garrett Whitlock","BOS","RP","67.9","75","4","3","3.33","1.15","25","59","20","6","63","0","3","0","240"
"Max Scherzer","TOR","SP","80.0","77","5","0","4.40","1.23","39","76","23","14","23","14","5","0","240"
"Kutter Crawford","BOS","SP","80.0","76","5","0","4.21","1.21","37","74","23","12","44","6","4","0","239"
"Robert Stephenson","LAA","RP","55.4","63","3","11","3.95","1.19","24","48","18","8","55","0","3","0","239"
"Will Vest","DET","RP","66.8","67","4","6","3.41","1.20","25","59","21","6","66","0","3","0","238"
"Justin Sterner","ATH","RP","65.4","66","3","8","4.27","1.27","31","59","24","10","63","0","3","0","237"
"Phil Maton","CHC","RP","64.0","70","4","5","3.66","1.21","26","53","24","7","66","0","3","0","236"
"Joe Boyle","TB","SP,RP","72.0","80","4","0","4.10","1.35","33","59","38","8","20","12","4","0","236"
"Hogan Harris","ATH","RP","65.5","63","3","9","4.38","1.40","32","61","31","8","57","0","3","0","236"
"Tanner Scott","LAD","RP","63.4","72","4","4","3.57","1.23","25","53","25","7","63","0","3","0","235"
"Camilo Doval","NYY","RP","63.4","72","4","4","3.57","1.29","25","51","30","5","64","0","3","0","235"
"Matt Brash","SEA","RP","61.5","74","4","3","3.24","1.21","22","50","24","5","63","0","3","0","234"
"Ryan Weiss","HOU","SP","79.2","77","4","0","4.34","1.32","38","74","31","11","33","9","5","0","234"
"Spencer Schwellenbach","ATL","SP","75.3","74","5","0","3.54","1.12","30","68","16","9","13","13","3","0","233"
"Jordan Leasure","CWS","RP","63.9","72","3","5","4.21","1.30","30","54","29","9","65","0","4","0","233"
"Fernando Cruz","NYY","RP","59.3","80","4","1","3.60","1.23","24","46","27","7","60","0","3","0","232"
"Robert Gasser","MIL","SP","79.4","75","4","0","3.98","1.24","35","73","25","10","36","9","4","0","232"
"Tony Santillan","CIN","RP","68.6","72","3","4","4.20","1.33","32","61","30","9","70","0","3","0","232"
"Alex Vesia","LAD","RP","62.2","78","4","1","3.59","1.16","25","47","25","9","64","0","3","0","231"
"Cole Henry","WSH","RP","62.9","60","2","11","4.78","1.44","33","58","33","9","64","0","3","0","231"
"Kirby Yates","LAA","RP","55.3","66","3","8","4.04","1.28","25","45","26","7","56","0","3","0","230"
"Mark Leiter Jr.","ATH","RP","63.4","68","4","5","4.10","1.32","29","59","24","8","65","0","3","0","230"
"Hunter Dobbins","STL","SP","91.9","68","5","0","4.42","1.35","45","94","31","11","29","14","5","0","230"
"Adrian Morejon","SD","RP","67.2","67","5","3","3.35","1.18","25","58","21","6","68","0","4","0","229"
"Jonathan Cannon","CWS","SP,RP","94.3","70","4","0","4.88","1.40","51","98","33","15","33","13","6","0","229"
"Andrew Kittredge","BAL","RP","65.6","65","4","5","3.74","1.19","27","60","18","9","66","0","3","0","227"
"Luis Medina","ATH","SP","81.7","73","4","0","4.69","1.42","43","79","37","11","36","10","5","0","226"
"Robby Snelling","MIA","SP","80.4","70","4","0","4.17","1.33","37","78","29","10","15","15","5","0","222"
"Mike Vasil","CWS","SP,RP","84.3","67","4","1","4.46","1.40","42","82","35","11","62","2","4","0","222"
"Jose A. Ferrer","SEA","RP","68.5","65","4","3","3.24","1.18","25","61","20","5","68","0","3","0","221"
"Janson Junk","MIA","SP,RP","88.2","64","5","0","4.32","1.28","42","92","20","11","38","11","5","0","220"
"Jimmy Herget","COL","RP","75.4","69","3","2","4.43","1.33","37","76","25","11","69","0","4","0","220"
"Dylan Lee","ATL","RP","65.3","73","3","1","3.64","1.16","26","57","18","9","66","0","3","0","218"
"Calvin Faucher","MIA","RP","64.4","64","3","5","4.06","1.36","29","60","27","7","65","0","4","0","218"
"Matt Strahm","KC","RP","64.3","70","4","1","3.54","1.13","25","54","19","8","64","0","3","0","217"
"Jose Alvarado","PHI","RP","59.1","67","4","3","3.47","1.25","23","50","24","6","60","0","3","0","217"
"Louis Varland","TOR","RP","66.3","67","4","2","3.73","1.22","27","61","20","8","62","0","3","0","217"
"Shawn Armstrong","CLE","RP","67.8","67","3","3","3.80","1.21","29","61","21","8","67","0","3","0","217"
"Bryan Baker","TB","RP","63.6","71","3","2","3.87","1.21","27","54","23","9","64","0","3","0","217"
"Keegan Akin","BAL","SP,RP","65.8","67","4","2","4.01","1.27","29","60","24","9","65","0","3","0","215"
"Cole Sands","MIN","SP,RP","67.4","65","4","2","3.93","1.23","29","62","20","8","66","0","4","0","213"
"Juan Mejia","COL","RP","64.8","67","3","3","4.45","1.42","32","62","30","8","64","0","4","0","213"
"Jose Urquidy","PIT","RP","87.4","65","4","0","4.90","1.35","48","90","28","14","26","15","6","0","213"
"Orion Kerkering","PHI","RP","63.0","68","4","1","3.48","1.21","24","54","22","6","65","0","3","0","212"
"Hunter Gaddis","CLE","RP","66.6","64","3","3","3.89","1.21","29","60","21","9","65","0","3","0","210"
"Ryan Zeferjahn","LAA","RP","63.2","71","3","1","4.40","1.38","31","55","33","9","63","0","4","0","210"
"Steven Okert","HOU","RP","63.1","72","3","0","3.85","1.19","27","53","23","9","65","0","3","0","209"
"Paul Sewald","ARI","RP","55.8","56","3","8","4.40","1.25","27","51","18","9","57","0","3","0","209"
